title,authors,where_published,DOI,provenance,source_wg_report,study_specific_inclusion_notes,year,duplicate_group,duplicate_of_or_relation,relevance_tier,prior_wg_status,publication_type,numpages,assignment_scope,catalogue_status,catalogue_entry_id,catalogue_file,exclusion_reason
Exploring Human-Centered Approaches in Generative AI and Introductory Programming Research: A Scoping Review,"Stone, Irene",Proceedings of the 2024 Conference on United Kingdom & Ireland Computing Education Research,10.1145/3689535.3689553,the-rest-of-the-robots-github/output/other_relevance_to_wg.csv / other row 66,The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: It finds insufficient guidance on how to implement recommended pedagogical strategies, limited consideration of student perceptions and experiences, and a predominance of short study time frames.",2024,,,3-assignment feedback/support or student use,2025 WG dataset: other; classifier=RELEVANT,,,Yes,,,,Did not meet the review's eligibility criteria
Exploring LLM Tools Through the Eyes of Industry Experts and Novice Programmers,"Tona, Claudia; Juárez-Ramírez, Reyes; Jiménez, Samantha; Durán, Mayra",2024 12th International Conference in Software Engineering Research and Innovation (CONISOFT),10.1109/conisoft63288.2024.00048,the-rest-of-the-robots-github/output/other_relevance_to_wg.csv / other row 210,The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: The rise in popu-1arity of LLM-based systems has motivated research into their use in education, including code generation tools, automated feedback systems, and support for student software projects.",2024,,,3-assignment feedback/support or student use,2025 WG dataset: other; classifier=RELEVANT,,,Yes,loaded,assessment:django-task-board-ai-prohibited,site/public/data/assessments/assessment-django-task-board-ai-prohibited.json,
Exploring LLMs Impact on Student-Created User Stories and Acceptance Testing in Software Development,"Brockenbrough, Allan; Feild, Henry; Salinas, Dominic",Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 2,10.1145/3641555.3705183,the-rest-of-the-robots-github/output/subject_vibes_upper_computing.csv / upper row 73,The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: When creating stories from user feedback, the software engineer may maximize their usefulness by considering story attributes, including scope, independence, negotiability, and testability.",2025,,,3-assignment feedback/support or student use,2025 WG dataset: upper,,,Yes,loaded,assessment:user-story-llm-comparison,site/public/data/assessments/assessment-user-story-llm-comparison.json,
Exploring Student Interactions with AI in Programming Training,"Fenu, Gianni; Galici, Roberta; Marras, Mirko; Reforgiato, Diego","Adjunct Proceedings of the 32nd ACM Conference on User Modeling, Adaptation and Personalization",10.1145/3631700.3665227,the-rest-of-the-robots-github/output/lower_computing.csv / lower row 86,The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: However, despite the strides made in AI-supported learning, gaps persist in the existing literature, particularly concerning our understanding of how students approach prompts and exercises when utilizing AI-driven educational tools.",2024,,,3-assignment feedback/support or student use,2025 WG dataset: lower; classifier=RELEVANT,,,Yes,loaded,assessment:chatgpt-c-training-exercises,site/public/data/assessments/assessment-chatgpt-c-training-exercises.json,
Exploring Student Reactions to LLM-Generated Feedback on Explain in Plain English Problems,"Kerslake, Chris; Denny, Paul; Smith, David H.; Leinonen, Juho; MacNeil, Stephen; Luxton-Reilly, Andrew; Becker, Brett A.",Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 1,10.1145/3641554.3701934,the-rest-of-the-robots-github/output/lower_computing.csv / lower row 150,The Rest of the Robots (ITiCSE 2025 WG),"Tests GenAI on authentic or course-like assignments, assessments, exercises, projects, or exams, informing whether those tasks need redesign. Supplied evidence: However, manual grading of EiPE tasks is time-consuming and this has limited their use in practice.",2025,,,2-authentic assignment/assessment evidence,2025 WG dataset: lower; classifier=RELEVANT,,,Yes,loaded,assessment:eipe-week8-formative-feedback,site/public/data/assessments/assessment-eipe-week8-formative-feedback.json,
Exploring Students Solutions to Concurrent and Parallel Programming Exercises – Impact of Generative AI,"Mozgovoy, Maxim; Suero Montero, Calkin",Proceedings of the 2024 ACM Conference on International Computing Education Research - Volume 2,10.1145/3632621.3671424,the-rest-of-the-robots-github/output/subject_vibes_upper_computing.csv / upper row 23,The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: Therefore, identifying students’ pitfalls and successes when solving practical concurrent and parallel programming exercises could shed light on the best approaches and strategies that they use .",2024,,,3-assignment feedback/support or student use,2025 WG dataset: upper,,,Yes,loaded,assessment:concurrent-programming-exercise-series,site/public/data/assessments/assessment-concurrent-programming-exercise-series.json,
Exploring the Adoption of Generative AI Tools in Computer Science Education: A Student Survey,"Schefer-Wenzl, Sigrid; Vogl, Christoph; Peiris, Sahani; Miladinovic, Igor",Proceedings of the 2024 16th International Conference on Education Technology and Computers,10.1145/3702163.3702188,the-rest-of-the-robots-github/output/other_relevance_to_wg.csv / other row 130,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: The survey results indicate a high level of acceptance and frequent use of AI tools for tasks such as programming, exam preparation, and generating simplified explanations.",2025,,,1-direct implemented/proposed course or assignment change,2025 WG dataset: other; classifier=RELEVANT,,,Yes,,,,Did not meet the review's eligibility criteria
Exploring the Impact of Generative AI for StandUp Report Recommendations in Software Capstone Project Development,"Neyem, Andres; Sandoval Alcocer, Juan Pablo; Mendoza, Marcelo; Centellas-Claros, Leonardo; Gonzalez, Luis A.; Paredes-Robles, Carlos",Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 1,10.1145/3626252.3630854,beyond-the-hype.pdf + beyond-the-hype.html / References [102],Beyond the Hype (ITiCSE 2024 WG),"Tests GenAI on authentic or course-like assignments, assessments, exercises, projects, or exams, informing whether those tasks need redesign. Supplied evidence: StandUp Reports play an important role in capstone software engineering courses, facilitating progress tracking, obstacle identification, and team collaboration.",2024,DG055,same work as canonical occurrence in DG055; preserved for distinct provenance,2-authentic assignment/assessment evidence,2024 WG report reference,,,Yes,loaded,assessment:ai-assisted-weekly-standups,site/public/data/assessments/assessment-ai-assisted-weekly-standups.json,
Exploring the Impact of Generative AI for StandUp Report Recommendations in Software Capstone Project Development,"Neyem, Andres; Sandoval Alcocer, Juan Pablo; Mendoza, Marcelo; Centellas-Claros, Leonardo; Gonzalez, Luis A.; Paredes-Robles, Carlos",Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 1,10.1145/3626252.3630854,beyond-the-hype.zip::Extraction Sheet Responses.xlsx / Form Responses 1 row 142,Beyond the Hype (ITiCSE 2024 WG),"Tests GenAI on authentic or course-like assignments, assessments, exercises, projects, or exams, informing whether those tasks need redesign. Supplied evidence: StandUp Reports play an important role in capstone software engineering courses, facilitating progress tracking, obstacle identification, and team collaboration.",2024,DG055,canonical occurrence for this catalogue; repeated in other supplied provenance buckets,2-authentic assignment/assessment evidence,2024 WG extraction: Yes,,,Yes,loaded,assessment:ai-assisted-weekly-standups,site/public/data/assessments/assessment-ai-assisted-weekly-standups.json,
Exploring the Impact of Generative AI for StandUp Report Recommendations in Software Capstone Project Development,"Neyem, Andres; Sandoval Alcocer, Juan Pablo; Mendoza, Marcelo; Centellas-Claros, Leonardo; Gonzalez, Luis A.; Paredes-Robles, Carlos",Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 1,10.1145/3626252.3630854,the-rest-of-the-robots-github/output/subject_vibes_upper_computing.csv / upper row 9,The Rest of the Robots (ITiCSE 2025 WG),"Tests GenAI on authentic or course-like assignments, assessments, exercises, projects, or exams, informing whether those tasks need redesign. Supplied evidence: StandUp Reports play an important role in capstone software engineering courses, facilitating progress tracking, obstacle identification, and team collaboration.",2024,DG055,same work as canonical occurrence in DG055; preserved for distinct provenance,2-authentic assignment/assessment evidence,2025 WG dataset: upper,,,Yes,loaded,assessment:ai-assisted-weekly-standups,site/public/data/assessments/assessment-ai-assisted-weekly-standups.json,
Exploring the Impact of Generative AI for StandUp Report Recommendations in Software Capstone Project Development,"Neyem, Andres; Sandoval Alcocer, Juan Pablo; Mendoza, Marcelo; Centellas-Claros, Leonardo; Gonzalez, Luis A.; Paredes-Robles, Carlos",Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 1,10.1145/3626252.3630854,the-rest-of-the-robots.pdf + the-rest-of-the-robots.html / References [86],The Rest of the Robots (ITiCSE 2025 WG),"Tests GenAI on authentic or course-like assignments, assessments, exercises, projects, or exams, informing whether those tasks need redesign. Supplied evidence: StandUp Reports play an important role in capstone software engineering courses, facilitating progress tracking, obstacle identification, and team collaboration.",2024,DG055,same work as canonical occurrence in DG055; preserved for distinct provenance,2-authentic assignment/assessment evidence,2025 WG report reference,,,Yes,loaded,assessment:ai-assisted-weekly-standups,site/public/data/assessments/assessment-ai-assisted-weekly-standups.json,
Exploring the Integration of Generative AI Tools in Software Testing Education: A Case Study on ChatGPT and Copilot for Preparatory Testing Artifacts in Postgraduate Learning,"Haldar, Susmita; Pierce, Mary; Fernando Capretz, Luiz",IEEE Access,10.1109/access.2025.3545882,the-rest-of-the-robots-github/output/other_relevance_to_wg.csv / other row 177,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: This study, conducted in the Capstone Project course of a postgraduate software testing program, was carried out over two semesters with two distinct groups of students.",2025,,,1-direct implemented/proposed course or assignment change,2025 WG dataset: other; classifier=RELEVANT,,,Yes,loaded,assessment:software-testing-manual-ai-comparison,site/public/data/assessments/assessment-software-testing-manual-ai-comparison.json,
Exploring the Potential of Large Language Models to Generate Formative Programming Feedback,"Kiesler, Natalie; Lohr, Dominic; Keuning, Hieke",2023 IEEE Frontiers in Education Conference (FIE),10.1109/fie58773.2023.10343457,beyond-the-hype.pdf + beyond-the-hype.html / References [67],Beyond the Hype (ITiCSE 2024 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: In this work-in-progress paper, we explore the potential of such LLMs for computing educators and learners, as we analyze the feedback it generates to a given input containing program code.",2023,DG010,same work as canonical occurrence in DG010; preserved for distinct provenance,3-assignment feedback/support or student use,2024 WG report reference,,,Yes,loaded,assessment:cs1-java-weekly-exercise-sample,site/public/data/assessments/assessment-cs1-java-weekly-exercise-sample.json,
Exploring the Potential of Large Language Models to Generate Formative Programming Feedback,"Kiesler, Natalie; Lohr, Dominic; Keuning, Hieke",2023 IEEE Frontiers in Education Conference (FIE),10.1109/fie58773.2023.10343457,the-rest-of-the-robots-github/output/lower_computing.csv / lower row 174,The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: In this work-in-progress paper, we explore the potential of such LLMs for computing educators and learners, as we analyze the feedback it generates to a given input containing program code.",2023,DG010,canonical occurrence for this catalogue; repeated in other supplied provenance buckets,3-assignment feedback/support or student use,2025 WG dataset: lower; classifier=RELEVANT,,,Yes,loaded,assessment:cs1-java-weekly-exercise-sample,site/public/data/assessments/assessment-cs1-java-weekly-exercise-sample.json,
Exploring the Potential of Large Language Models to Generate Formative Programming Feedback,"Kiesler, Natalie; Lohr, Dominic; Keuning, Hieke",2023 IEEE Frontiers in Education Conference (FIE),10.1109/fie58773.2023.10343457,the-robots-are-here.pdf + the-robots-are-here.html / References [115],The Robots Are Here (ITiCSE 2023 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: In this work-in-progress paper, we explore the potential of such LLMs for computing educators and learners, as we analyze the feedback it generates to a given input containing program code.",2023,DG010,same work as canonical occurrence in DG010; preserved for distinct provenance,3-assignment feedback/support or student use,2023 WG report reference,,,Yes,loaded,assessment:cs1-java-weekly-exercise-sample,site/public/data/assessments/assessment-cs1-java-weekly-exercise-sample.json,
Exploring the Potential of Locally Run Large Language (AI) Models for Automated Grading in Introductory Computer Science Courses,"Mazzone, Samuel B; Forden, Jack; Brylow, Dennis",2024 IEEE Frontiers in Education Conference (FIE),10.1109/fie61694.2024.10892816,the-rest-of-the-robots-github/output/lower_computing.csv / lower row 170,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: This innovative practice full paper describes the effectiveness of self-hosted large language models (LLMs) in assisting with the automatic grading of CSI assignments.",2024,,,1-direct implemented/proposed course or assignment change,2025 WG dataset: lower; classifier=RELEVANT,,,Yes,loaded,assessment:locally-graded-cs1-project-series,site/public/data/assessments/assessment-locally-graded-cs1-project-series.json,
Exploring the Responses of Large Language Models to Beginner Programmers’ Help Requests,"Hellas, Arto; Leinonen, Juho; Sarsa, Sami; Koutcheme, Charles; Kujanpää, Lilja; Sorva, Juha",Proceedings of the 2023 ACM Conference on International Computing Education Research - Volume 1,10.1145/3568813.3600139,beyond-the-hype.zip::Extraction Sheet Responses.xlsx / Form Responses 1 row 155,Beyond the Hype (ITiCSE 2024 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: At the same time, the results highlight the unreliability of LLMs: LLMs make some of the same mistakes that students do, perhaps especially when formatting output as required by automated assessment systems.",2023,DG034,canonical occurrence for this catalogue; repeated in other supplied provenance buckets,1-direct implemented/proposed course or assignment change,2024 WG extraction: No intervention,,,Yes,loaded,assessment:dart-online-programming-exercises,site/public/data/assessments/assessment-dart-online-programming-exercises.json,
Exploring the Responses of Large Language Models to Beginner Programmers’ Help Requests,"Hellas, Arto; Leinonen, Juho; Sarsa, Sami; Koutcheme, Charles; Kujanpää, Lilja; Sorva, Juha",Proceedings of the 2023 ACM Conference on International Computing Education Research - Volume 1,10.1145/3568813.3600139,the-rest-of-the-robots-github/output/lower_computing.csv / lower row 25,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: At the same time, the results highlight the unreliability of LLMs: LLMs make some of the same mistakes that students do, perhaps especially when formatting output as required by automated assessment systems.",2023,DG034,same work as canonical occurrence in DG034; preserved for distinct provenance,1-direct implemented/proposed course or assignment change,2025 WG dataset: lower; classifier=RELEVANT,,,Yes,loaded,assessment:dart-online-programming-exercises,site/public/data/assessments/assessment-dart-online-programming-exercises.json,
Exploring the Responses of Large Language Models to Beginner Programmers’ Help Requests,"Hellas, Arto; Leinonen, Juho; Sarsa, Sami; Koutcheme, Charles; Kujanpää, Lilja; Sorva, Juha",Proceedings of the 2023 ACM Conference on International Computing Education Research - Volume 1,10.1145/3568813.3600139,the-robots-are-here.pdf + the-robots-are-here.html / References [93],The Robots Are Here (ITiCSE 2023 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: At the same time, the results highlight the unreliability of LLMs: LLMs make some of the same mistakes that students do, perhaps especially when formatting output as required by automated assessment systems.",2023,DG034,same work as canonical occurrence in DG034; preserved for distinct provenance,1-direct implemented/proposed course or assignment change,2023 WG report reference,,,Yes,loaded,assessment:dart-online-programming-exercises,site/public/data/assessments/assessment-dart-online-programming-exercises.json,
Exploring the Responses of Large Language Models to Beginner Programmers’ Help Requests,"Hellas, Arto; Leinonen, Juho; Sarsa, Sami; Koutcheme, Charles; Kujanpää, Lilja; Sorva, Juha",Proceedings of the 2023 ACM Conference on International Computing Education Research - Volume 1,10.1145/3568813.3600139,the-robots-are-here.pdf + the-robots-are-here.html / References [94],The Robots Are Here (ITiCSE 2023 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: At the same time, the results highlight the unreliability of LLMs: LLMs make some of the same mistakes that students do, perhaps especially when formatting output as required by automated assessment systems.",2023,DG034,same work as canonical occurrence in DG034; preserved for distinct provenance,1-direct implemented/proposed course or assignment change,2023 WG report reference,,,Yes,loaded,assessment:dart-online-programming-exercises,site/public/data/assessments/assessment-dart-online-programming-exercises.json,
Exploring the Use of Large Language Models in Requirements Engineering Education: An Experience Report with ChatGPT 3.5,"Sampaio, Savio Sousa; Lima, Márcia Sampaio; de Souza, Eriky Rodrigues; Meireles, Maria Alcimar; Pessoa, Marcela Savia; Conte, Tayana Uchoa",Proceedings of the XXIII Brazilian Symposium on Software Quality,10.1145/3701625.3701687,the-rest-of-the-robots-github/output/subject_vibes_upper_computing.csv / upper row 25,The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: Then, the students used ChatGPT 3.5 to generate requirements for the same systems.",2024,,,3-assignment feedback/support or student use,2025 WG dataset: upper,,,Yes,loaded,assessment:requirements-elicitation-chatgpt-comparison,site/public/data/assessments/assessment-requirements-elicitation-chatgpt-comparison.json,
FastFixer: An Efficient and Effective Approach for Repairing Programming Assignments,"Liu, Fang; Liu, Zhenwei; Zhao, Qianhui; Jiang, Jing; Zhang, Li; Sun, Zian; Li, Ge; Li, Zhongqi; Ma, Yuchi",Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering,10.1145/3691620.3695062,the-rest-of-the-robots-github/output/subject_vibes_upper_computing.csv / upper row 38,The Rest of the Robots (ITiCSE 2025 WG),"Tests GenAI on authentic or course-like assignments, assessments, exercises, projects, or exams, informing whether those tasks need redesign. Supplied evidence: Providing personalized and timely feedback for student's programming assignments is useful for programming education.",2024,,,2-authentic assignment/assessment evidence,2025 WG dataset: upper,,,Yes,,,,Did not meet the review's eligibility criteria
Feasibility Study of Augmenting Teaching Assistants with AI for CS1 Programming Feedback,"Ahmed, Umair Z.; Sahai, Shubham; Leong, Ben; Karkare, Amey",Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 1,10.1145/3641554.3701972,the-rest-of-the-robots-github/output/lower_computing.csv / lower row 142,The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: With the increasing adoption of Large Language Models (LLMs), there are proposals to replace human Teaching Assistants (TAs) with LLM-based AI agents for providing feedback to students.",2025,,,3-assignment feedback/support or student use,2025 WG dataset: lower; classifier=RELEVANT,,,Yes,loaded,assessment:pointers-linked-lists-feedback-lab,site/public/data/assessments/assessment-pointers-linked-lists-feedback-lab.json,
Feedback-Generation for Programming Exercises With GPT-4,"Azaiz, Imen; Kiesler, Natalie; Strickroth, Sven",Proceedings of the 2024 on Innovation and Technology in Computer Science Education V. 1,10.1145/3649217.3653594,beyond-the-hype.pdf + beyond-the-hype.html / References [11],Beyond the Hype (ITiCSE 2024 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: LLMs such as Codex, GPT-3.5, and GPT 4 have shown promising results in the context of large programming courses, where students can benefit from feedback and hints if provided timely and at scale.",2024,DG095,same work as canonical occurrence in DG095; preserved for distinct provenance,1-direct implemented/proposed course or assignment change,2024 WG report reference,,,Yes,loaded,assessment:java-loop-queue-assignment-pair,site/public/data/assessments/assessment-java-loop-queue-assignment-pair.json,
Feedback-Generation for Programming Exercises With GPT-4,"Azaiz, Imen; Kiesler, Natalie; Strickroth, Sven",Proceedings of the 2024 on Innovation and Technology in Computer Science Education V. 1,10.1145/3649217.3653594,beyond-the-hype.zip::Extraction Sheet Responses.xlsx / Form Responses 1 row 143,Beyond the Hype (ITiCSE 2024 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: LLMs such as Codex, GPT-3.5, and GPT 4 have shown promising results in the context of large programming courses, where students can benefit from feedback and hints if provided timely and at scale.",2024,DG095,canonical occurrence for this catalogue; repeated in other supplied provenance buckets,1-direct implemented/proposed course or assignment change,2024 WG extraction: No intervention,,,Yes,loaded,assessment:java-loop-queue-assignment-pair,site/public/data/assessments/assessment-java-loop-queue-assignment-pair.json,
Feedback-Generation for Programming Exercises With GPT-4,"Azaiz, Imen; Kiesler, Natalie; Strickroth, Sven",Proceedings of the 2024 on Innovation and Technology in Computer Science Education V. 1,10.1145/3649217.3653594,the-rest-of-the-robots-github/output/lower_computing.csv / lower row 13,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: LLMs such as Codex, GPT-3.5, and GPT 4 have shown promising results in the context of large programming courses, where students can benefit from feedback and hints if provided timely and at scale.",2024,DG095,same work as canonical occurrence in DG095; preserved for distinct provenance,1-direct implemented/proposed course or assignment change,2025 WG dataset: lower; classifier=RELEVANT,,,Yes,loaded,assessment:java-loop-queue-assignment-pair,site/public/data/assessments/assessment-java-loop-queue-assignment-pair.json,
Fine-Tuning AI to Assist in Building Curriculum for the CIA Triad and Cyber Kill Chain,"Flores, Paige; Kaza, Siddharth; Taylor, Blair",Proceedings of the 2024 on Innovation and Technology in Computer Science Education V. 2,10.1145/3649405.3659495,the-rest-of-the-robots-github/output/subject_vibes_upper_computing.csv / upper row 28,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: The fine-tuned LLMs offer a potential solution by reducing the amount of work necessary to regularly update curricular content, including lab assignments, assessments, in-class activities, and other additional resources for both synchronous and asynchronous classrooms.",2024,,,1-direct implemented/proposed course or assignment change,2025 WG dataset: upper,,,Yes,,,,Did not meet the review's eligibility criteria
Fostering Creativity: Student-Generative AI Teaming in an Open-Ended CS0 Assignment,"Filcik, Daniel; Sobiesk, Edward; Matthews, Suzanne J.",Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 1,10.1145/3641554.3701853,the-rest-of-the-robots-github/output/lower_computing.csv / lower row 137,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: Our results underscore that students can learn about the benefits and limitations of generative AI in as little as a single assignment and that covering such topics need not require extensive amounts of course time and resources.",2025,,,1-direct implemented/proposed course or assignment change,2025 WG dataset: lower; classifier=RELEVANT,,,Yes,loaded,assessment:cs0-genai-teaming-final-project,site/public/data/assessments/assessment-cs0-genai-teaming-final-project.json,
"From ""Ban It Till We Understand It"" to ""Resistance is Futile"": How University Programming Instructors Plan to Adapt as More Students Use AI Code Generation and Explanation Tools such as ChatGPT and GitHub Copilot","Lau, Sam; Guo, Philip",Proceedings of the 2023 ACM Conference on International Computing Education Research - Volume 1,10.1145/3568813.3600138,beyond-the-hype.pdf + beyond-the-hype.html / References [80],Beyond the Hype (ITiCSE 2024 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: Both researchers and practitioners have discovered that these tools can generate correct solutions to a variety of introductory programming assignments and accurately explain the contents of code.",2023,DG033,same work as canonical occurrence in DG033; preserved for distinct provenance,1-direct implemented/proposed course or assignment change,2024 WG report reference,,,Yes,,,,Duplicate or related occurrence; canonical occurrence retained
"From ""Ban It Till We Understand It"" to ""Resistance is Futile"": How University Programming Instructors Plan to Adapt as More Students Use AI Code Generation and Explanation Tools such as ChatGPT and GitHub Copilot","Lau, Sam; Guo, Philip",Proceedings of the 2023 ACM Conference on International Computing Education Research - Volume 1,10.1145/3568813.3600138,the-rest-of-the-robots-github/output/other_relevance_to_wg.csv / other row 72,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: Both researchers and practitioners have discovered that these tools can generate correct solutions to a variety of introductory programming assignments and accurately explain the contents of code.",2023,DG033,canonical occurrence for this catalogue; repeated in other supplied provenance buckets,1-direct implemented/proposed course or assignment change,2025 WG dataset: other; classifier=RELEVANT,,,Yes,,,,Duplicate or related occurrence; canonical occurrence retained
"From ""Ban It Till We Understand It"" to ""Resistance is Futile"": How University Programming Instructors Plan to Adapt as More Students Use AI Code Generation and Explanation Tools such as ChatGPT and GitHub Copilot","Lau, Sam; Guo, Philip",Proceedings of the 2023 ACM Conference on International Computing Education Research - Volume 1,10.1145/3568813.3600138,the-robots-are-here.pdf + the-robots-are-here.html / References [121],The Robots Are Here (ITiCSE 2023 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: Both researchers and practitioners have discovered that these tools can generate correct solutions to a variety of introductory programming assignments and accurately explain the contents of code.",2023,DG033,same work as canonical occurrence in DG033; preserved for distinct provenance,1-direct implemented/proposed course or assignment change,2023 WG report reference,,,Yes,,,,Duplicate or related occurrence; canonical occurrence retained
From Automation to Cognition: Redefining the Roles of Educators and Generative AI in Computing Education,"Feng, Tony Haoran; Luxton-Reilly, Andrew; Wünsche, Burkhard C; Denny, Paul",Proceedings of the 27th Australasian Computing Education Conference,10.1145/3716640.3716658,the-rest-of-the-robots-github/output/other_relevance_to_wg.csv / other row 131,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: While substantial research has explored GenAI use in CE, and many Computer Science (CS) educators have expressed their opinions and suggestions on the subject, there remains little consensus on implementing curricula and assessment changes.In this paper, we describe our experiences with using GenAI in CS-focused educational settings and the changes we have i",2025,,,1-direct implemented/proposed course or assignment change,2025 WG dataset: other; classifier=RELEVANT,,,Yes,loaded,assessment:bugspotter-test-case-exercises;assessment:codehelp-supported-coursework;assessment:genai-process-focused-function-task;assessment:personalized-parsons-generation;assessment:recursion-analogy-generation,site/public/data/assessments/assessment-bugspotter-test-case-exercises.json;site/public/data/assessments/assessment-codehelp-supported-coursework.json;site/public/data/assessments/assessment-genai-process-focused-function-task.json;site/public/data/assessments/assessment-personalized-parsons-generation.json;site/public/data/assessments/assessment-recursion-analogy-generation.json,
From Code to Concepts: Textbook-Driven Knowledge Tracing with LLMs in CS1,"O'Neill, Abby; Smith, Samantha; Durai, Aneesh; DeNero, John; Zamfirescu-Pereira, J.D.; Norouzi, Narges",Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 2,10.1145/3641555.3705187,the-rest-of-the-robots-github/output/other_relevance_to_wg.csv / other row 144,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: However, with Large Language Models (LLMs) now deployed at scale in CS1 courses, we can track multiple attempts from each student for every homework problem.",2025,,,1-direct implemented/proposed course or assignment change,2025 WG dataset: other; classifier=RELEVANT,,,Yes,,,,Did not meet the review's eligibility criteria
From GPT to BERT: Benchmarking Large Language Models for Automated Quiz Generation,"Folajimi, Yetunde",Proceedings of the 2024 on ACM Virtual Global Computing Education Conference V. 2,10.1145/3649409.3691090,the-rest-of-the-robots-github/output/lower_computing.csv / lower row 8,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: These questions are currently being evaluated based on both quantitative and qualitative assessments by a team of computer science educators.",2024,,,1-direct implemented/proposed course or assignment change,2025 WG dataset: lower; classifier=RELEVANT,,,Yes,loaded,assessment:automated-java-python-quiz-bank,site/public/data/assessments/assessment-automated-java-python-quiz-bank.json,
